TF	gene	highConfAnnot	nMotifs	bestMotif	NES	motifDb	coexModule	spearCor	CoexWeight
Dlx5	Rpl34	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.251157703652466	0.214190408625413
Dlx5	Sema3c	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.412374551761769	0.119433401637275
Dlx5	Shisa9	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.326913925574496	0.143401481715471
Dlx5	Slc12a5	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.267684936066907	0.0558729167643947
Dlx5	Slc39a6	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.380696384435791	0.152895621750207
Dlx5	Spns2	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.151582115861472	0.0918153939958909
Dlx5	Stox2	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.176135450695286	0.0792189952772841
Dlx5	Syt6	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.577680730328314	0.518857155521306
Dlx5	Unc5d	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.580055840261734	0.304381560546262
Dlx5	Wnt5a	TRUE	2	transfac_pro__M01388	3.92	10kb	top5perTarget	0.429289167530583	0.253698963918541
Dlx5	A830010M20Rik	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.185110659087035	0.0714746209658055
Dlx5	Abcg2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0807611078536313	0.12259860746338
Dlx5	Ablim1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.329980970520032	0.108876849921282
Dlx5	Ache	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.497058336301347	0.187058109614685
Dlx5	Adarb2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.467775186174485	0.195357887224207
Dlx5	Adcyap1r1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.439259869546771	0.216038473633342
Dlx5	Add3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0423796034622173	0.0485315137372717
Dlx5	Akr1b10	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0667967981770149	0.0762504767573507
Dlx5	Alk	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.182028687143955	0.15689708530369
Dlx5	Ank1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.503403436476468	0.201216600469173
Dlx5	Ankrd27	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.10428298289444	0.0692966911853542
Dlx5	Ankrd40	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.255906961919191	0.135459247587934
Dlx5	Ankrd50	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.508810221390256	0.213937120376338
Dlx5	Ankrd55	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.228039552606148	0.106905013840258
Dlx5	Arhgap6	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0350987487869819	0.149275265499437
Dlx5	Arhgef12	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.283755986462771	0.0852891460714438
Dlx5	Bend4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.430947699756401	0.259624119245284
Dlx5	Boc	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.101837012490229	0.0712583908048246
Dlx5	Brd2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.200285888659469	0.0498315101345861
Dlx5	Btbd11	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.595843525943859	0.268424422990388
Dlx5	C1qtnf1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.482038982461756	0.236342305833945
Dlx5	Cabp1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.131077678092995	0.0992369457309359
Dlx5	Cacna1i	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.160265996590412	0.109236120245969
Dlx5	Calb2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0955130211943511	0.124201267192354
Dlx5	Camk2d	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.271930463430658	0.130776371560909
Dlx5	Cbln2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.225218700175572	0.141826303682479
Dlx5	Cd83	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.213439405566802	0.128031175566278
Dlx5	Cited2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.458243835784239	0.195146211974581
Dlx5	Clasp1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.283253309572387	0.0857164777598964
Dlx5	Cntfr	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0505425535970091	0.170516608798503
Dlx5	Cntn5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0977167635130995	0.0804342215726943
Dlx5	Cntnap2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.427893018169279	0.15516883841218
Dlx5	Cntnap4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.586238482119475	0.533975814436136
Dlx5	Col19a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.620013479133557	0.395710532805052
Dlx5	Col25a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.43275886968374	0.369292418470725
Dlx5	Crabp1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0452790424558324	0.0499317475352877
Dlx5	Crh	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.234701716482458	0.100850279050137
Dlx5	Crispld1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.100455362305159	0.0844464747558773
Dlx5	Crtac1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.16673250961311	0.0612566405040388
Dlx5	Csdc2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.379150243122563	0.162263110680016
Dlx5	Ctnnbip1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.295784426207341	0.227710898361793
Dlx5	Cyp46a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.106727625205589	0.0423435991152239
Dlx5	Dclk1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.311271665612762	0.0662094319092091
Dlx5	Ddah1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.325476995636183	0.107122945407775
Dlx5	Dlg2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.318757255044157	0.175761918157998
Dlx5	Dlgap3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.192889115836291	0.0582909082937976
Dlx5	Dlx5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	1	NA
Dlx5	Dock3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.296227266452831	0.0856931648447013
Dlx5	Dpysl5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.423217151786694	0.236985590173745
Dlx5	Dyrk1a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.187462790558101	0.0571853826711669
Dlx5	Egfr	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0350987487869819	0.104683559258875
Dlx5	Elmo1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.450333004948304	0.341753825351215
Dlx5	Emid1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0448915978640202	0.114741396032779
Dlx5	Enho	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.423752720829344	0.23179950084112
Dlx5	Epb4.1l4a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.307877535631567	0.202741946473882
Dlx5	Epha5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.274846253317574	0.0849517775584523
Dlx5	Erbb4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.204929647580909	0.0774298120725656
Dlx5	Etl4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.45470436424284	0.182494930818706
Dlx5	Eya1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.081651216801276	0.0623850297521613
Dlx5	Faim2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.365926992511836	0.120052561731985
Dlx5	Fam163a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.110066698813179	0.0831175916576968
Dlx5	Fgf1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.184461320109614	0.129742926477067
Dlx5	Fgf14	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.201016839871196	0.086240934983055
Dlx5	Fgf9	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.465385322527366	0.177363516686457
Dlx5	Fhl1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.139021618502741	0.0799400962631948
Dlx5	Frem1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.303939632816135	0.357214846406717
Dlx5	Fstl4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.285855877326147	0.165977598334764
Dlx5	Fstl5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.525977100185611	0.271224540374254
Dlx5	Fzd1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.135612147721268	0.056073860926409
Dlx5	Gabbr2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.101278942890414	0.0683633302267686
Dlx5	Gabrg1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.136311295341317	0.0649529998428578
Dlx5	Gad2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.54008362873317	0.180884639576798
Dlx5	Galnt14	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.426971583719207	0.22274429014338
Dlx5	Gas2l1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0645534186018115	0.0989317075129716
Dlx5	Gdf10	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.362310344991026	0.133319704434325
Dlx5	Gpr158	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.308584033472144	0.179217771274535
Dlx5	Grb10	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.24618276013983	0.0776353748133958
Dlx5	Gria4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.454475941903522	0.182260109018128
Dlx5	Grik1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.473352387313393	0.155994868139393
Dlx5	Hapln1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.193302783339274	0.111048533905792
Dlx5	Htr3b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.278111682878214	0.273286115232164
Dlx5	Il1b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0560232772671213	0.0980166549054659
Dlx5	Itga3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.174315268884416	0.200375673832782
Dlx5	Jph3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.112524282845891	0.0225543112902577
Dlx5	Kcnmb2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.430151744886231	0.156076024515031
Dlx5	Kctd16	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0691307495234395	0.21703389834442
Dlx5	Kctd8	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.436696652178208	0.264964555791028
Dlx5	Klhdc8b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.301966217155063	0.152115347235341
Dlx5	Klhl24	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.339330286383819	0.232801878468433
Dlx5	Krt73	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.458394080171271	0.446735696732358
Dlx5	Lancl3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.500795693236847	0.313520320287108
Dlx5	Lrrc4c	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.125213799390805	0.0479269345033097
Dlx5	Lsamp	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.239428384629178	0.190422539893819
Dlx5	Map2k3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0540139541747288	0.0688932709027139
Dlx5	Mapk14	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.183663192862939	0.0861422549106501
Dlx5	Mapre2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.292603104050793	0.115755282211881
Dlx5	Mphosph9	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.24487009440176	0.0930086261992567
Dlx5	Mrap2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.321197373915423	0.20990361516709
Dlx5	Mtss1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.275507080189201	0.134921310227288
Dlx5	Mtus2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.343801666531292	0.141143042364029
Dlx5	Mum1l1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.087126616085568	0.0989515944066259
Dlx5	Mxra7	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.354266174343935	0.203446576005457
Dlx5	Nacc2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.222494722422744	0.11715380708794
Dlx5	Nbr1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.147122868685541	0.0638433142864429
Dlx5	Npas3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.364813451602146	0.164944439426692
Dlx5	Npat	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.186954531371106	0.131935360740389
Dlx5	Nrtn	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.147627317009253	0.129931554401969
Dlx5	Nrxn3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.433148285007318	0.157973616213601
Dlx5	Nt5dc2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0946655444208206	0.158720219286637
Dlx5	Ntn1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0497581895392471	0.0602670940225068
Dlx5	Osbpl3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.194283986258487	0.108271971600606
Dlx5	P2ry1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.268657050089777	0.229735879113724
Dlx5	Pak1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.232344423889263	0.0572105724507308
Dlx5	Pde7a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.233923209905313	0.157669761049444
Dlx5	Pdp1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.115888250871797	0.079420963668842
Dlx5	Per2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0847810605270544	0.0686437215698073
Dlx5	Pgpep1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.130185916700641	0.209232483891514
Dlx5	Phyhipl	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.399706014411877	0.147457834304693
Dlx5	Plcl2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0696698250265496	0.0390355866483645
Dlx5	Ppp2r1b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.338968074609052	0.257498980367824
Dlx5	Ptprs	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.225918379387113	0.041417535293887
Dlx5	Pvrl2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.243626728039042	0.156156228288262
Dlx5	Ralgps2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.198530108621694	0.0468738435785919
Dlx5	Rcan1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.172233181694699	0.0708269150512659
Dlx5	Reep5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.324067369740952	0.0948313884551561
Dlx5	Rimkla	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.403890446934154	0.219248751070402
Dlx5	Rimklb	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.266296700649316	0.105803819562558
Dlx5	Rwdd3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.121327404679306	0.0932853249754186
Dlx5	Samd4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.424700971497071	0.18507943997693
Dlx5	Scml4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.323196069229005	0.290723956708972
Dlx5	Scn9a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.257945615750097	0.118599983578978
Dlx5	Sema6c	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.426039772526558	0.131597956192476
Dlx5	Sertad2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0566355149501826	0.0661791141447134
Dlx5	Setd7	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.361102602754048	0.137818333184409
Dlx5	Sgk1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.158539661606189	0.155709159964842
Dlx5	Sgms1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0815084007855907	0.0865818273511604
Dlx5	Sh3pxd2b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.214144351656617	0.131306779085402
Dlx5	Shd	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.418647250684361	0.216356380798684
Dlx5	Slc12a6	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.269609534955961	0.143471232949976
Dlx5	Slc1a2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0965963712447477	0.029434993998971
Dlx5	Slc35f4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.353282839359133	0.215672346928288
Dlx5	Slc36a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.104157579067949	0.0690010163074307
Dlx5	Slc6a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.44140117539155	0.145597666034467
Dlx5	Slc7a1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.241510199456977	0.0989216600168979
Dlx5	Slitrk4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.187597187991515	0.0567596821474848
Dlx5	Sln	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.491937447890475	0.376822655917813
Dlx5	Smarca2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.26975588910389	0.0776069101606371
Dlx5	Sncaip	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.305945674061509	0.333545255193666
Dlx5	Snx18	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.106943533771979	0.148351108795031
Dlx5	Socs5	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.339192765248335	0.135353135297314
Dlx5	Spa17	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.192550823303367	0.0847663269518404
Dlx5	Spred1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.166662243682547	0.103900512714241
Dlx5	Spry4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.219154312535058	0.101575303390919
Dlx5	Src	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.245809816935871	0.0587088451326435
Dlx5	Srsf1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.240053220524018	0.0919347335282073
Dlx5	St8sia4	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.215392964856012	0.0746735678764399
Dlx5	Stx17	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.180571951379629	0.132208716345476
Dlx5	Tac2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.283726031035145	0.251336127730191
Dlx5	Tapt1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0458510703840126	0.0902370015471455
Dlx5	Tef	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.168345183027611	0.178874358987514
Dlx5	Tex9	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.179484324169151	0.145816208615223
Dlx5	Thbs1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.164230392279449	0.169061863302876
Dlx5	Tjp1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.151073080459426	0.0809485707378073
Dlx5	Tle2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.243610286352343	0.15092517030768
Dlx5	Tmem108	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0952392076058689	0.0827682398643616
Dlx5	Tmtc2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.301450577587935	0.234868958116049
Dlx5	Tmub2	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.222495812698702	0.0786826962905513
Dlx5	Tnfaip8l3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.169332537501524	0.0862605268205583
Dlx5	Trp53i11	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.551505275033698	0.403216178943197
Dlx5	Trpm3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.219503213578669	0.239530534858409
Dlx5	Trpm7	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.245025403776615	0.107238725553229
Dlx5	Tshz3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.307861434074779	0.15484432695866
Dlx5	Ubash3b	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.492348225239529	0.234129696132322
Dlx5	Unc5c	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.198156133165219	0.103764066093535
Dlx5	Utrn	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.0780317457279002	0.0785335448023398
Dlx5	Vac14	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.290387195597187	0.14305913039258
Dlx5	Vav3	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.228052656761153	0.196691077757654
Dlx5	Vstm2l	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.239751078940836	0.07081253090551
Dlx5	Wif1	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.459349340807606	0.43280114830127
Dlx5	Wnt7a	FALSE	1	cisbp__M1996	3.06	10kb	top5perTarget	0.112846421032434	0.112763575108575
Irf1	Gadd45b	FALSE	2	hocomoco__STAT2_HUMAN.H11MO.0.A	4.06	10kb	top5perTarget	0.142161053573143	0.144526529457239
Irf1	Rai1	FALSE	1	transfac_pro__M00699	4	10kb	top5perTarget	0.210746102145677	0.105247578257563
Irf1	Tlr7	FALSE	1	transfac_pro__M00699	4	10kb	top5perTarget	0.147938388063452	0.0914435796127009
Irf1	Acsl5	TRUE	5	tfdimers__MD00138	3.64	10kb	top5perTarget	0.128193805265222	0.145064292380182
Irf1	Ahdc1	TRUE	9	tfdimers__MD00138	3.64	10kb	top5perTarget	0.119870339127681	0.0614170425936418
Irf1	Capsl	TRUE	4	tfdimers__MD00138	3.64	10kb	top5perTarget	0.190308500932871	0.133652578325981
Irf1	Ccnd1	TRUE	7	tfdimers__MD00138	3.64	10kb	top5perTarget	0.124493183840005	0.1098327922023
Irf1	Egfr	TRUE	4	tfdimers__MD00138	3.64	10kb	top5perTarget	0.0721867030982791	0.0921236359528795
Irf1	H2-K1	TRUE	5	tfdimers__MD00138	3.64	10kb	top5perTarget	0.114217564498532	0.117694653734833
Irf1	Mdk	TRUE	8	tfdimers__MD00138	3.64	10kb	top5perTarget	0.0570864329705008	0.108278088986946
Irf1	Plekha6	TRUE	8	tfdimers__MD00138	3.64	10kb	top5perTarget	0.160913908356124	0.0880547564664414
Irf1	Slc7a7	TRUE	7	tfdimers__MD00138	3.64	10kb	top5perTarget	0.28583925269593	0.43150995413955
Irf1	St3gal6	TRUE	5	tfdimers__MD00138	3.64	10kb	top5perTarget	0.161809366119978	0.155528820482903
Irf1	Tnfaip3	TRUE	3	tfdimers__MD00138	3.64	10kb	top5perTarget	0.0715891527213956	0.083674672395368
Irf1	4930523C07Rik	TRUE	5	transfac_pro__M07045	3.29	10kb	top5perTarget	0.161549693934298	0.654192672676036
Irf1	Adrb1	TRUE	3	transfac_pro__M07045	3.29	10kb	top5perTarget	0.0393227740914726	0.0438839216221818
Irf1	Ahnak	TRUE	1	transfac_pro__M07045	3.29	10kb	top5perTarget	0.142568307502095	0.403864053844059
Irf1	Akap1	TRUE	5	transfac_pro__M07045	3.29	10kb	top5perTarget	0.0822860022021534	0.0812658031279026
